date,cases_new,cases_active,cases_recovered,cases_import,cases_unvax,cases_pvax,cases_fvax,cases_boost,cases_adult
2021-06-28,5218,61813,4744,7,4766,341,111,0,3755
2021-06-29,6437,62845,5298,14,5849,426,162,0,4191
2021-06-30,6276,64130,4929,16,5602,504,170,0,4401
2021-07-01,6988,65454,5580,5,6165,647,176,0,4843
2021-07-02,6982,66085,6278,3,6190,590,202,0,5084
2021-07-03,6658,66959,5677,11,5883,590,185,0,4565
2021-07-04,6045,67670,5271,20,5293,591,161,0,4212
2021-07-05,6387,69448,4532,26,5552,623,212,0,4683
2021-07-06,7654,72202,4797,11,6700,736,218,0,4978
2021-07-07,7097,74345,4863,26,6155,728,214,0,5029
2021-07-08,8868,77276,5802,10,7544,1030,294,0,6533
2021-07-09,9180,80666,5713,7,7875,1016,289,0,6471
2021-07-10,9353,84022,5910,11,7915,1101,337,0,6453
2021-07-11,9105,87843,5194,18,7556,1209,340,0,6492
2021-07-12,8574,91273,5041,40,7153,1098,323,0,5993
2021-07-13,11079,96237,5990,27,9140,1475,464,0,7622
2021-07-14,11618,101360,6377,26,9324,1772,522,0,8196
2021-07-15,13215,108370,6095,13,10827,1876,512,0,9270
2021-07-16,12541,114054,6742,16,10133,1869,539,0,9043
2021-07-17,12528,119815,6629,19,10128,1917,483,0,8698
2021-07-18,10710,124594,5778,12,8630,1626,454,0,7633
2021-07-19,10972,128998,6439,48,8626,1854,492,0,7999
2021-07-20,12366,133704,7567,8,9648,2177,541,0,8856
2021-07-21,11985,137588,7902,7,9156,2247,582,0,8059
2021-07-22,13034,142052,8436,25,9648,2653,733,0,9161
2021-07-23,15573,147387,10094,32,11442,3342,789,0,10948
2021-07-24,15902,153634,9471,26,11668,3454,780,0,11395
2021-07-25,17045,160904,9683,6,12517,3618,910,0,12076
2021-07-26,14516,165842,9371,3,11040,2767,709,0,9783
2021-07-27,16117,170226,11526,26,11653,3538,926,0,11432
2021-07-28,17405,175115,12373,6,12145,4156,1104,0,12025
2021-07-29,17170,179181,12930,32,11875,4188,1107,0,12206
2021-07-30,16840,183708,12179,17,11553,4164,1123,0,11664
2021-07-31,17786,189611,11718,9,12099,4440,1247,0,12260
2021-08-01,17150,195275,11326,1,11255,4710,1185,0,11731
2021-08-02,15764,199053,11767,6,10315,4317,1132,0,10783
2021-08-03,17105,203666,12297,37,11010,4751,1344,0,11777
2021-08-04,19819,210524,12704,23,12681,5585,1553,0,13795
2021-08-05,20596,217063,13893,34,12261,6610,1725,0,14699
2021-08-06,20889,221398,16394,13,12084,6957,1848,0,14859
2021-08-07,19257,224123,16322,16,11158,6376,1723,0,13341
2021-08-08,18688,225396,17055,10,10973,5982,1733,0,13078
2021-08-09,17236,227233,15187,29,9999,5578,1659,0,11882
2021-08-10,19991,230765,16258,0,11445,6615,1931,0,13501
2021-08-11,20780,233361,17973,15,12080,6611,2089,0,14537
2021-08-12,21668,237024,17687,58,12209,7017,2442,0,15101
2021-08-13,21468,241190,17025,25,11824,7219,2425,0,14673
2021-08-14,20670,243945,17655,8,11427,6841,2402,0,14295
2021-08-15,20546,247264,16945,14,11191,6861,2494,0,14238
2021-08-16,19740,249280,17450,19,10590,6447,2703,0,13518
2021-08-17,19631,252151,16467,7,10674,6212,2745,0,13425
2021-08-18,22242,254488,19680,4,11857,7174,3211,0,15125
2021-08-19,22948,255538,21720,9,12454,7172,3322,0,16065
2021-08-20,23564,257421,21448,23,12108,7212,4244,0,16011
2021-08-21,22262,260884,18576,40,11436,6900,3926,0,14933
2021-08-22,19807,262259,18200,5,10486,5895,3426,0,13288
2021-08-23,17672,260704,19053,8,9058,5208,3406,0,11768
2021-08-24,20837,262717,18613,22,10599,6292,3946,0,14024
2021-08-25,22642,264296,20798,5,11183,6946,4513,0,15003
2021-08-26,24599,265845,22657,8,12365,7315,4919,0,16450
2021-08-27,22070,265699,21877,15,10533,6492,5045,0,15043
2021-08-28,22597,268552,19492,12,10424,6856,5317,0,14876
2021-08-29,20579,268001,20845,7,10010,5647,4922,0,13696
2021-08-30,19268,265718,21257,16,9327,5288,4653,0,12579
2021-08-31,20897,267868,18465,1,9490,5831,5576,0,14057
2021-09-01,18762,265279,21073,5,8299,4976,5487,0,12434
2021-09-02,20988,262545,23473,1,9557,5168,6263,0,13868
2021-09-03,19378,259194,22399,14,8598,4765,6015,0,12793
2021-09-04,19057,256307,21582,10,8308,4536,6213,0,12309
2021-09-05,20396,255794,20573,8,8852,4669,6875,0,13561
2021-09-06,17352,252673,20201,8,7306,4077,5969,0,11349
2021-09-07,18547,252007,18902,18,8142,4271,6134,0,12033
2021-09-08,19733,248678,22701,3,8191,4525,7017,0,13019
2021-09-09,19307,242808,24855,6,8020,4358,6929,0,12928
2021-09-10,21176,242167,21476,4,8437,4775,7964,0,13607
2021-09-11,19550,239354,21771,7,8187,4064,7299,0,12772
2021-09-12,19198,237280,20980,5,7478,3849,7871,0,12366
2021-09-13,16073,228127,24813,21,6304,3366,6403,0,10332
2021-09-14,15669,225280,18053,17,5993,3514,6162,0,10104
2021-09-15,19495,225593,18760,11,7516,3521,8458,0,12409
2021-09-16,18815,227123,16939,7,7028,3829,7958,0,12191
2021-09-17,17577,221343,22970,3,6503,3810,7264,0,11621
2021-09-18,15549,219363,17205,5,5572,3271,6706,0,9981
2021-09-19,14954,210472,23469,11,5555,2926,6473,0,9644
2021-09-20,14345,207702,16814,43,5150,2655,6540,0,9073
2021-09-21,15759,206477,16650,27,5520,2855,7384,0,10017
2021-09-22,14990,201278,19702,5,5290,2824,6876,0,9538
2021-09-23,13754,198288,16628,4,5122,2240,6392,0,8850
2021-09-24,14554,195841,16751,9,5046,2268,7240,0,9269
2021-09-25,13899,191438,18074,6,5015,1961,6923,0,8648
2021-09-26,13104,183293,20971,8,4409,2035,6660,0,8275
2021-09-27,10959,177564,16430,12,3707,1529,5723,0,6804
2021-09-28,11332,174496,14160,23,3800,1632,5900,0,7107
2021-09-29,12434,169722,17000,8,3975,1662,6797,0,7983
2021-09-30,12735,164540,17725,17,4141,1694,6900,0,7954
2021-10-01,11889,160417,15891,14,3748,1504,6636,1,7492
2021-10-02,10915,155827,15396,7,3652,1329,5934,0,6802
2021-10-03,9066,150321,14454,12,2911,1136,5019,0,5381
2021-10-04,8075,142864,15456,6,2642,1091,4342,0,5063
2021-10-05,8817,135949,15615,14,2577,1078,5162,0,5631
2021-10-06,9380,132179,13045,13,2922,1051,5407,0,5888
2021-10-07,9890,129053,12884,18,3029,1147,5714,0,6175
2021-10-08,9751,126002,12724,15,2939,1046,5766,0,6038
2021-10-09,8743,120249,14422,14,2601,950,5192,0,5276
2021-10-10,7373,116599,10959,2,2125,773,4474,1,4511
2021-10-11,6709,112382,10833,6,1952,669,4087,1,4087
2021-10-12,7276,109000,10555,10,2037,769,4469,1,4507
2021-10-13,7950,106050,10832,29,2166,782,5002,0,5006
2021-10-14,8084,101590,12456,21,2323,706,5055,0,5019
2021-10-15,7420,98776,10145,17,2178,585,4657,0,4664
2021-10-16,7509,96666,9531,16,2152,581,4776,0,4799
2021-10-17,6145,93517,9231,12,1794,500,3851,0,3836
2021-10-18,5434,90444,8435,5,1441,440,3553,0,3497
2021-10-19,5745,87187,8933,12,1620,405,3720,0,3725
2021-10-20,5516,83226,9401,14,1396,369,3749,2,3590
2021-10-21,6210,81778,7562,42,1645,432,4126,7,3949
2021-10-22,6630,80700,7630,15,1768,426,4430,6,4252
2021-10-23,5828,77308,9178,7,1610,370,3840,8,3711
2021-10-24,5666,75950,6978,20,1595,337,3718,16,3543
2021-10-25,4782,73226,7414,15,1326,257,3190,9,2944
2021-10-26,5726,73261,5607,15,1465,299,3954,8,3656
2021-10-27,6148,71716,7595,21,1616,309,4205,18,3940
2021-10-28,6377,71361,6637,32,1748,279,4331,19,4081
2021-10-29,6060,70061,7297,13,1548,262,4223,27,3905
2021-10-30,5854,69156,6715,13,1583,278,3979,14,3779
2021-10-31,4979,67972,6127,23,1264,182,3510,23,3241
2021-11-01,4626,67236,5299,6,1186,159,3257,24,2976
2021-11-02,5071,66865,5372,15,1314,182,3539,36,3291
2021-11-03,5291,67163,4947,7,1361,175,3718,37,3513
2021-11-04,5713,66947,5865,32,1444,156,4060,53,3734
2021-11-05,4922,66243,5579,10,1198,115,3564,45,3215
2021-11-06,4701,65508,5382,28,1240,116,3277,68,2999
2021-11-07,4343,64626,5190,9,1134,76,3073,60,2820
2021-11-08,4543,61763,7348,15,1140,89,3269,45,2924
2021-11-09,5403,61777,5311,25,1445,122,3774,62,3540
2021-11-10,6243,62893,5068,24,1479,147,4536,81,4208
2021-11-11,6323,63830,5337,25,1598,123,4534,68,4147
2021-11-12,6517,64280,6026,16,1564,105,4781,67,4288
2021-11-13,5809,65322,4712,27,1409,93,4224,83,3839
2021-11-14,5162,65420,5019,11,1250,82,3771,59,3256
2021-11-15,5143,65959,4551,13,1269,65,3746,63,3381
2021-11-16,5413,65319,6013,17,1333,85,3896,99,3508
2021-11-17,6288,66796,4743,22,1458,72,4672,86,4185
2021-11-18,6380,67361,5760,28,1534,72,4649,125,4253
2021-11-19,6355,68640,5031,31,1641,75,4518,121,4193
2021-11-20,5859,69488,4970,19,1477,69,4188,125,3846
2021-11-21,4854,68793,5525,12,1143,53,3569,89,3260
2021-11-22,4885,67987,5628,18,1165,48,3579,93,3205
2021-11-23,5594,68626,4908,24,1362,75,4050,107,3760
2021-11-24,5755,69262,5082,23,1420,73,4116,146,3798
2021-11-25,6144,68756,6602,12,1485,60,4474,125,4033
2021-11-26,5501,67548,6664,25,1319,54,4018,110,3722
2021-11-27,5097,67253,5352,17,1237,52,3697,111,3409
2021-11-28,4239,66456,5007,12,1030,32,3085,92,2818
2021-11-29,4087,65498,4984,21,1030,37,2935,85,2626
2021-11-30,4879,65154,5168,24,1123,55,3597,104,3290
2021-12-01,5439,63741,6803,21,1363,53,3900,123,3668
2021-12-02,5806,62254,7246,11,1322,38,4275,171,3875
2021-12-03,5551,62487,5301,23,1312,46,4044,149,3683
2021-12-04,4896,62671,4676,18,1141,56,3532,167,3298
2021-12-05,4298,62001,4928,23,1015,38,3095,150,2866
2021-12-06,4262,60331,5894,15,1034,38,3059,131,2804
2021-12-07,4965,60413,4817,29,1129,44,3645,147,3314
2021-12-08,5020,60880,4525,17,1159,41,3677,143,3434
2021-12-09,5446,60858,5427,20,1208,53,4032,153,3724
2021-12-10,5058,60875,4997,17,1225,41,3634,158,3410
2021-12-11,4626,60780,4690,20,1103,39,3339,145,3113
2021-12-12,3490,58854,5399,14,801,27,2530,132,2318
2021-12-13,3504,57928,4401,24,796,29,2569,110,2317
2021-12-14,4097,57676,4301,18,950,43,2966,138,2771
2021-12-15,3900,56991,4552,19,875,24,2858,143,2720
2021-12-16,4262,56231,4985,36,951,29,3110,172,2927
2021-12-17,4362,55477,5098,28,963,46,3174,179,2976
2021-12-18,4083,54096,5435,34,1015,22,2899,147,2757
2021-12-19,3108,53484,3701,37,688,22,2255,143,2152
2021-12-20,2589,52220,3810,46,650,21,1821,97,1659
2021-12-21,3140,51026,4277,58,737,24,2216,163,2054
2021-12-22,3519,49397,5118,100,819,28,2503,169,2369
2021-12-23,3510,47866,4997,95,752,17,2552,189,2387
2021-12-24,3528,46886,4483,103,768,26,2527,207,2409
2021-12-25,3160,45601,4420,156,671,12,2264,213,2131
2021-12-26,2778,44821,3539,129,638,12,1952,176,1855
2021-12-27,2757,42923,4620,147,587,15,1977,178,1854
2021-12-28,2897,42363,3434,192,602,15,2098,182,1957
2021-12-29,3683,41688,4322,239,726,18,2683,256,2530
2021-12-30,3997,41667,3984,366,881,18,2797,301,2674
2021-12-31,3573,41227,3988,343,737,20,2512,304,2495
2022-01-01,3386,41040,3547,346,769,16,2292,309,2296
2022-01-02,2882,40612,3291,333,583,18,2039,242,1980
2022-01-03,2690,39739,3535,300,538,20,1861,271,1816
2022-01-04,2842,39688,2862,332,673,14,1882,273,1875
2022-01-05,3270,39745,3195,252,705,16,2237,312,2197
2022-01-06,3543,39785,3484,364,777,18,2428,320,2387
2022-01-07,3381,39703,3447,319,743,17,2230,391,2249
2022-01-08,3251,39782,3161,299,709,17,2184,341,2200
2022-01-09,2888,39933,2714,323,557,15,1970,346,1945
2022-01-10,2641,39748,2808,338,570,18,1756,297,1709
2022-01-11,3175,39919,2977,272,703,17,2114,341,2080
2022-01-12,3198,39902,3200,303,707,27,2100,364,2151
2022-01-13,3684,40282,3292,321,801,16,2471,396,2482
2022-01-14,3346,40564,3052,267,748,23,2222,353,2301
2022-01-15,3074,40791,2828,319,665,12,2042,355,2112
2022-01-16,3010,41205,2584,263,629,14,2024,343,2048
2022-01-17,2342,40624,2907,180,485,13,1576,268,1473
2022-01-18,3245,40767,3093,274,627,15,2203,400,2033
2022-01-19,3229,41135,2848,239,635,18,2192,384,2095
2022-01-20,3764,41623,3254,522,737,25,2405,597,2388
2022-01-21,4046,42849,2804,489,701,27,2693,625,2525
2022-01-22,4116,44093,2858,498,751,27,2635,703,2695
2022-01-23,3856,45126,2814,492,746,17,2393,700,2500
2022-01-24,3214,45214,3116,406,601,12,2019,582,2012
2022-01-25,4066,45705,3559,442,768,20,2511,767,2594
2022-01-26,4744,46791,3646,429,937,26,2925,856,3160
2022-01-27,5439,47811,4409,332,969,32,3444,994,3450
2022-01-28,5522,50036,3285,373,1164,20,3268,1070,3758
2022-01-29,5139,51403,3767,226,1029,28,2996,1086,3434
2022-01-30,4915,53254,3056,188,1008,31,2798,1078,3306
2022-01-31,4774,54783,3232,152,1018,27,2613,1116,3134
2022-02-01,5566,57155,3187,227,1143,19,3100,1304,3811
2022-02-02,5736,59688,3196,183,1158,27,3189,1362,4054
2022-02-03,5720,61432,3968,130,1118,34,3050,1518,3981
2022-02-04,7234,63401,5254,234,1380,34,3769,2051,5105
2022-02-05,9117,65958,6546,134,1742,32,4508,2835,6393
2022-02-06,10089,69578,6460,143,2011,29,5000,3049,6938
2022-02-07,11034,74567,6036,77,2134,42,5505,3353,7591
2022-02-08,13944,83077,5421,153,2591,50,6800,4503,9578
2022-02-09,17134,94521,5681,130,3215,61,8547,5311,11794
2022-02-10,19090,107889,5712,134,3633,68,9221,6168,13392
2022-02-11,20939,122997,5807,121,3858,100,10126,6855,14686
2022-02-12,22802,140342,5442,94,4079,81,10832,7810,16321
2022-02-13,21072,155679,5724,65,3815,91,9774,7392,15081
2022-02-14,21315,168453,8517,81,3793,87,10399,7036,15373
2022-02-15,22133,182971,7584,80,3993,100,10389,7651,15673
2022-02-16,27831,202869,7912,118,5093,150,12933,9655,19788
2022-02-17,26701,217787,11744,132,4985,167,12308,9241,19004
2022-02-18,27808,233071,12488,119,5009,213,12598,9988,19726
2022-02-19,28825,243348,18514,91,5081,203,12815,10726,20581
2022-02-20,26832,251684,18459,68,4701,223,11770,10138,19331
2022-02-21,25099,258991,17749,85,4389,199,10936,9575,18041
2022-02-22,27179,267090,19037,120,4800,261,11774,10344,19424
2022-02-23,31199,277835,20399,119,5628,362,12931,12278,21944
2022-02-24,32070,286527,23332,209,5095,385,13060,13530,23538
2022-02-25,30644,294436,22678,257,5208,369,12261,12806,22540
2022-02-26,27299,298982,22710,256,4591,411,10487,11810,19914
2022-02-27,24466,301029,22380,246,4166,316,9221,10763,17716
2022-02-28,23100,293430,30624,298,3677,411,8512,10500,16748
2022-03-01,25854,293658,25548,448,4058,373,9418,12005,18785
2022-03-02,27500,293486,27557,428,4393,484,9701,12922,19879
2022-03-03,32467,298238,27629,413,4969,581,11485,15432,23662
2022-03-04,33209,305017,26352,441,5164,617,10958,16470,24396
2022-03-05,33406,311213,27143,342,4899,617,10847,17043,24815
2022-03-06,27435,308258,30335,254,4055,516,8670,14194,20164
2022-03-07,26856,304311,30726,211,3820,550,8778,13708,19679
2022-03-08,31490,306687,29035,473,4410,656,9771,16653,23306
2022-03-09,30246,310167,26653,418,4258,630,9089,16269,22251
2022-03-10,30787,314427,26457,608,4429,668,9082,16608,22491
2022-03-11,32800,322707,24444,541,4756,769,9105,18170,23961
2022-03-12,26250,323791,25089,545,3545,692,7134,14879,19372
2022-03-13,22535,320883,25356,361,3207,502,6042,12784,16449
2022-03-14,22030,308949,33872,394,3109,547,5798,12576,16293
2022-03-15,26534,304154,31234,691,3789,668,6577,15500,19292
2022-03-16,28298,299338,33009,697,4361,747,7150,16040,20743
2022-03-17,27004,296806,29450,719,3785,750,6314,16155,19763
2022-03-18,24241,294373,26615,521,3302,689,5887,14363,17754
2022-03-19,22341,283282,33347,524,3176,680,4977,13508,16138
2022-03-20,19105,274066,28250,386,2677,575,4215,11638,13991
2022-03-21,17828,263828,28003,407,2655,555,4093,10525,12703
2022-03-22,21483,252677,32561,394,2949,720,4603,13211,15613
2022-03-23,22491,248869,26234,382,3148,723,4688,13932,16423
2022-03-24,24316,247609,25512,297,3015,858,5135,15308,17734
2022-03-25,21839,247072,22324,287,2992,867,4726,13254,15464
2022-03-26,20923,242494,25467,228,3005,904,4142,12872,14765
2022-03-27,16863,233148,26171,238,2172,712,3379,10600,12050
2022-03-28,13336,220878,25552,189,2003,513,2503,8317,9256
2022-03-29,15215,211877,24152,250,2299,609,3071,9236,10605
2022-03-30,15941,206599,21186,168,2288,690,3135,9828,11186
2022-03-31,18560,206862,18253,187,2843,799,3420,11498,13048
2022-04-01,17476,206987,17321,164,2672,801,3167,10836,12108
2022-04-02,14692,201240,20383,218,2101,658,2656,9277,10363
2022-04-03,12380,192955,20635,462,1855,559,2316,7650,8596
2022-04-04,10002,179627,23302,98,1481,463,1973,6085,6960
2022-04-05,12017,171180,20431,59,1801,550,2160,7506,8483
2022-04-06,12105,162224,21029,43,1743,573,2286,7503,8417
2022-04-07,11994,157579,16603,25,1785,588,2291,7330,8323
2022-04-08,14944,158447,14045,104,1925,671,2724,9624,10564
2022-04-09,10177,153471,15132,53,1687,471,1924,6095,6983
2022-04-10,8112,145806,15765,25,1182,408,1657,4865,5499
2022-04-11,7739,134477,19049,23,1177,339,1480,4743,5287
2022-04-12,9002,126463,16986,52,1197,376,1885,5544,6213
2022-04-13,10052,120600,15893,21,1316,538,2145,6053,6865
2022-04-14,10413,117793,13202,27,1734,498,2250,5931,6874
2022-04-15,9673,113183,14267,25,1255,501,2371,5546,6303
2022-04-16,9705,108530,14346,30,1412,413,2171,5709,6258
2022-04-17,6623,103908,11233,13,794,305,1506,4018,4385
2022-04-18,7140,96609,14423,264,937,348,1563,4292,4801
2022-04-19,6069,92047,10619,110,670,325,1648,3426,3760
2022-04-20,6968,90732,8267,32,811,344,1812,4001,4504
2022-04-21,5899,88192,8434,16,745,282,1300,3572,3869
2022-04-22,6342,85411,9111,20,708,308,1508,3818,4238
2022-04-23,5624,80985,10041,17,675,313,1226,3410,3778
2022-04-24,4006,74760,10223,7,454,194,879,2479,2735
2022-04-25,2478,68015,9215,7,319,109,521,1529,1650
2022-04-26,3361,61879,9484,6,410,158,775,2018,2192
2022-04-27,3471,58444,6900,10,414,155,796,2106,2288
2022-04-28,2935,53784,7585,9,289,100,634,1912,2125
2022-04-29,2579,50302,6055,6,259,83,519,1718,1903
2022-04-30,2107,45514,6890,16,231,74,439,1363,1508
2022-05-01,1503,41175,5839,6,172,33,311,987,1086
2022-05-02,1352,36448,6074,4,167,30,229,926,1009
2022-05-03,922,31841,5520,1,97,39,170,616,619
2022-05-04,1054,28785,4107,1,162,100,191,601,558
2022-05-05,1278,27462,2599,3,162,66,202,848,894
2022-05-06,1251,25525,3181,9,152,23,207,869,941
2022-05-07,1372,23284,3610,5,157,31,269,915,1004
2022-05-08,2153,22564,2869,2,223,48,352,1530,1614
2022-05-09,2246,22376,2433,5,201,35,431,1579,1708
2022-05-10,2605,22961,2014,4,288,58,520,1739,1912
2022-05-11,3321,24858,1416,10,305,94,720,2202,2421
2022-05-12,3410,26834,1430,5,313,61,669,2367,2550
2022-05-13,3029,28742,1116,0,248,66,631,2084,2251
2022-05-14,2373,29770,1340,3,202,51,481,1639,1784
2022-05-15,2239,30743,1263,3,230,38,467,1504,1661
2022-05-16,1697,30887,1548,0,195,27,320,1155,1237
2022-05-17,1469,30517,1836,3,166,24,304,975,1047
2022-05-18,2017,29979,2548,4,163,36,419,1399,1521
2022-05-19,2124,29797,2303,1,214,32,439,1439,1590
2022-05-20,2063,29237,2618,3,203,37,454,1369,1488
2022-05-21,2021,28093,3162,1,173,34,403,1411,1463
2022-05-22,1817,26519,3389,3,176,43,357,1241,1285
2022-05-23,1544,25156,2905,3,115,31,323,1075,1140
2022-05-24,1918,24948,2124,22,161,23,403,1331,1397
2022-05-25,2430,25180,2192,12,167,39,466,1758,1833
2022-05-26,1845,25197,1825,9,185,15,353,1292,1396
2022-05-27,1877,25392,1680,4,212,32,389,1244,1289
2022-05-28,1645,25226,1809,1,147,22,363,1113,1209
2022-05-29,1155,24401,1975,3,94,16,232,813,843
2022-05-30,1325,23787,1935,2,148,15,269,893,939
2022-05-31,1451,23160,2071,6,125,19,318,989,1037
2022-06-01,1809,23056,1911,5,138,30,382,1259,1345
2022-06-02,1877,23216,1715,6,147,10,382,1338,1441
2022-06-03,1844,23054,2005,3,149,17,354,1324,1382
2022-06-04,1591,22455,2185,5,94,23,292,1182,1226
2022-06-05,1358,22191,1620,2,96,17,261,984,1043
2022-06-06,1330,21638,1881,4,105,13,224,988,1034
2022-06-07,1128,21210,1547,1,104,16,230,778,832
2022-06-08,1518,21597,1125,1,109,11,247,1151,1211
2022-06-09,1887,22082,1399,8,157,16,286,1428,1497
2022-06-10,2166,22759,1488,1,146,18,338,1664,1770
2022-06-11,1709,22720,1746,3,152,17,259,1281,1327
2022-06-12,1571,22403,1887,1,134,11,294,1132,1217
2022-06-13,2092,22615,1876,0,129,18,367,1578,1681
2022-06-14,1922,22969,1564,3,144,12,367,1399,1460
2022-06-15,2320,23894,1390,4,158,20,454,1688,1774
2022-06-16,2033,24585,1337,0,162,14,354,1503,1607
2022-06-17,2130,25634,1080,0,164,23,385,1558,1687
2022-06-18,2127,26370,1390,0,151,19,396,1561,1642
2022-06-19,1690,25952,2108,10,130,12,286,1262,1334
2022-06-20,2093,25960,2082,1,132,12,361,1588,1670
2022-06-21,1921,26163,1716,114,141,19,336,1425,1429
2022-06-22,2425,27034,1550,8,195,15,451,1764,1822
2022-06-23,2796,27326,2503,209,171,16,501,2108,2196
2022-06-24,2512,28255,1580,194,187,20,452,1853,1893
2022-06-25,2302,28018,2539,2,180,15,409,1698,1715
2022-06-26,2003,28159,1861,3,169,19,365,1450,1499
2022-06-27,1894,28101,1944,6,156,21,362,1355,1368
2022-06-28,2025,27755,2367,20,175,24,424,1402,1477
2022-06-29,2605,28722,1633,3,199,26,547,1833,1959
2022-06-30,2867,29442,2145,4,245,14,545,2063,2137
2022-07-01,2773,30225,1984,4,236,17,575,1945,2047
2022-07-02,2527,30393,2359,4,271,19,470,1767,1914
2022-07-03,2536,29801,3123,3,189,22,475,1850,1889
2022-07-04,1918,29390,2321,2,140,14,375,1389,1437
2022-07-05,2932,30027,2292,2,190,22,560,2160,2219
2022-07-06,3561,31548,2035,9,291,25,653,2592,2671
2022-07-07,4020,33847,1718,9,267,27,755,2971,3109
2022-07-08,3589,35206,2224,3,287,20,632,2650,2773
2022-07-09,2799,35331,2666,2,247,18,489,2045,2096
2022-07-10,3264,35890,2703,5,251,24,554,2435,2480
2022-07-11,2417,35766,2536,4,216,15,460,1726,1781
2022-07-12,2345,35724,2384,3,196,16,428,1705,1729
2022-07-13,3934,36902,2747,7,259,10,726,2939,2996
2022-07-14,4098,38921,2071,5,324,25,701,3048,3146
2022-07-15,5230,41216,2927,11,339,34,928,3929,4082
2022-07-16,5047,42489,3770,3,376,30,913,3728,3871
2022-07-17,3936,42519,3899,1,321,14,688,2913,3009
2022-07-18,3080,42193,3399,1,240,22,576,2242,2251
2022-07-19,3902,43152,2935,4,345,23,783,2751,2787
2022-07-20,5685,45492,3337,2,391,36,947,4311,4396
2022-07-21,4587,47417,2652,11,382,19,840,3346,3425
2022-07-22,3880,48676,2607,7,319,28,717,2816,2883
2022-07-23,4816,49555,3928,2,340,28,851,3597,3839
2022-07-24,2720,48260,4012,5,288,23,509,1900,1954
2022-07-25,3300,46324,5227,2,309,20,635,2336,2369
2022-07-26,4759,46268,4806,3,354,32,890,3483,3564
2022-07-27,4503,46914,3847,6,354,17,819,3313,3425
2022-07-28,3926,47294,3542,23,370,25,761,2770,2924
2022-07-29,4860,48308,3836,11,366,13,921,3560,3764
2022-07-30,4271,47022,5553,3,334,28,795,3114,3235
2022-07-31,2783,45314,4482,3,319,25,519,1920,2005
2022-08-01,3213,44672,3847,11,298,28,587,2300,2336
2022-08-02,4204,44286,4582,3,338,28,789,3049,3145
2022-08-03,5330,46531,3075,13,418,34,993,3885,4105
2022-08-04,4413,47542,3394,6,395,26,820,3172,3321
2022-08-05,3927,46514,4949,14,373,23,785,2746,2890
2022-08-06,4684,46912,4275,5,371,31,878,3404,3620
2022-08-07,2728,45778,3856,2,311,16,560,1841,1928
2022-08-08,2863,43883,4752,2,323,25,580,1935,2068
2022-08-09,3083,42725,4229,3,323,20,648,2092,2238
2022-08-10,4896,44630,2979,2,426,33,1030,3407,3695
2022-08-11,4831,46089,3362,6,482,29,926,3394,3614
2022-08-12,3943,45383,4645,1,377,31,898,2637,2890
2022-08-13,4334,44625,5082,6,352,26,841,3115,3321
2022-08-14,3045,43439,4226,5,297,22,600,2126,2254
2022-08-15,2437,42210,3658,6,282,17,531,1607,1746
2022-08-16,3429,40748,4882,6,364,23,717,2325,2509
2022-08-17,3516,41708,2541,3,336,38,757,2385,2568
2022-08-18,4071,42483,3289,2,364,24,791,2892,3080
2022-08-19,3490,42774,3193,3,363,25,748,2354,2541
2022-08-20,2798,40897,4669,5,286,20,592,1900,2091
2022-08-21,2464,38925,4427,16,245,12,512,1695,1833
2022-08-22,2078,37703,3290,12,262,19,438,1359,1462
2022-08-23,2722,35558,4856,5,277,16,637,1792,1976
2022-08-24,2636,34977,3206,5,327,13,580,1716,1899
2022-08-25,3206,35995,2180,4,278,11,691,2226,2483
2022-08-26,3118,35744,3363,7,305,23,641,2149,2370
2022-08-27,2491,34515,3715,0,240,8,533,1710,1873
2022-08-28,2191,32908,3796,1,220,10,432,1529,1637
2022-08-29,1946,31575,3271,1,247,8,400,1291,1405
2022-08-30,2144,31166,2549,3,205,12,481,1446,1596
2022-08-31,2340,30998,2502,2,234,9,479,1618,1790
2022-09-01,2356,31470,1875,5,217,18,467,1654,1800
2022-09-02,2328,31171,2618,3,198,15,482,1633,1743
2022-09-03,2244,30204,3202,4,180,19,467,1578,1742
2022-09-04,1904,28968,3138,1,182,8,356,1358,1424
2022-09-05,1486,27553,2897,2,160,4,284,1038,1105
2022-09-06,2067,27335,2279,4,186,8,423,1450,1568
2022-09-07,2428,27083,2673,2,206,11,471,1740,1940
2022-09-08,2226,27407,1894,2,205,12,411,1598,1768
2022-09-09,1990,27377,2016,2,180,9,370,1431,1557
2022-09-10,1971,26956,2389,7,213,13,348,1397,1518
2022-09-11,1483,26346,2090,2,157,5,298,1023,1108
2022-09-12,1847,26040,2148,7,191,3,371,1282,1398
2022-09-13,1942,25700,2276,9,178,10,389,1365,1460
2022-09-14,2431,26306,1820,8,232,14,471,1714,1827
2022-09-15,2375,27212,1466,11,218,6,488,1663,1816
2022-09-16,1977,27165,2018,2,211,9,396,1361,1469
2022-09-17,1572,26039,2695,3,160,9,276,1127,1205
2022-09-18,1639,25618,2056,9,168,11,307,1153,1234
2022-09-19,1307,25090,1830,4,144,9,256,898,954
2022-09-20,1667,24722,2028,2,200,13,323,1131,1188
2022-09-21,2111,25334,1493,5,195,6,421,1489,1608
2022-09-22,2245,25666,1901,6,219,13,451,1562,1697
