date,cases_new,cases_active,cases_recovered,cases_import,cases_unvax,cases_pvax,cases_fvax,cases_boost,cases_adult
2022-09-23,2070,25724,2009,3,174,12,385,1499,1539
2022-09-24,1924,25285,2360,0,160,3,406,1355,1459
2022-09-25,1608,24539,2352,2,143,10,310,1145,1221
2022-09-26,1186,24028,1690,1,153,5,266,762,854
2022-09-27,1552,23890,1684,5,195,6,324,1027,1119
2022-09-28,2445,24720,1613,2,185,16,484,1760,1904
2022-09-29,1867,25181,1402,4,191,9,372,1295,1353
2022-09-30,2007,25776,1407,12,169,9,370,1459,1521
2022-10-01,1626,25016,2386,5,169,9,328,1120,1162
2022-10-02,1360,24104,2271,1,122,2,240,996,1053
2022-10-03,1244,23338,2005,4,122,5,234,883,948
2022-10-04,1483,22964,1852,4,151,8,289,1035,1123
2022-10-05,1722,23045,1639,8,143,5,335,1239,1348
2022-10-06,1794,23608,1227,5,145,6,346,1297,1380
2022-10-07,1788,23884,1509,6,177,11,334,1266,1382
2022-10-08,1627,23128,2379,3,161,12,283,1171,1214
2022-10-09,1453,22779,1800,8,149,7,262,1035,1125
2022-10-10,1241,22174,1843,1,92,5,236,908,978
2022-10-11,1291,21870,1592,2,112,6,249,924,987
2022-10-12,1628,22152,1345,7,131,2,290,1205,1260
2022-10-13,2090,22811,1428,4,186,6,357,1541,1648
2022-10-14,2231,23564,1473,6,190,11,405,1625,1777
2022-10-15,2023,23888,1699,13,166,8,370,1479,1575
2022-10-16,1712,23899,1699,2,144,6,302,1260,1335
2022-10-17,1210,23077,2026,1,117,5,262,826,904
2022-10-18,1873,23432,1515,4,159,6,321,1387,1503
2022-10-19,2295,24338,1386,4,176,12,441,1666,1823
2022-10-20,2561,25643,1248,8,191,13,487,1870,2062
2022-10-21,2256,26533,1363,6,185,7,428,1636,1719
2022-10-22,2618,27306,1841,7,198,6,440,1974,2122
2022-10-23,2054,27385,1975,1,142,7,344,1561,1631
2022-10-24,1737,27001,2118,1,134,8,279,1316,1375
2022-10-25,1743,26804,1935,1,129,9,330,1275,1392
2022-10-26,2136,27239,1695,3,146,9,345,1636,1722
2022-10-27,2762,28726,1271,8,211,6,461,2084,2281
2022-10-28,3296,30061,1960,10,217,15,551,2513,2655
2022-10-29,3189,30708,2541,3,229,13,558,2389,2580
2022-10-30,3129,31371,2464,6,188,8,519,2414,2596
2022-10-31,2913,31442,2833,7,239,13,523,2138,2309
2022-11-01,2913,31753,2599,11,265,12,554,2082,2291
2022-11-02,3969,33024,2696,2,277,18,747,2927,3238
2022-11-03,4711,34604,3120,7,296,13,891,3511,3848
2022-11-04,4360,35534,3429,4,286,16,913,3145,3499
2022-11-05,4621,36577,3577,2,296,14,949,3362,3649
2022-11-06,3913,36711,3774,4,304,21,782,2806,3084
2022-11-07,2521,34710,4514,2,240,11,508,1762,1970
2022-11-08,3781,35593,2889,3,240,14,858,2669,2934
2022-11-09,3267,34903,3947,2,239,8,862,2158,2477
2022-11-10,3436,34039,4292,3,284,20,813,2319,2648
2022-11-11,3245,33072,4208,3,272,22,782,2169,2412
2022-11-12,2882,31215,4730,1,247,7,726,1902,2141
2022-11-13,2234,29611,3836,2,221,14,467,1532,1687
2022-11-14,1749,28790,2564,1,163,10,393,1183,1336
2022-11-15,2852,27920,3710,3,230,16,647,1959,2195
2022-11-16,3304,28171,3045,4,237,14,803,2250,2493
2022-11-17,3457,27883,3736,2,274,22,767,2394,2741
2022-11-18,3037,27717,3198,3,314,17,669,2037,2379
2022-11-19,2450,27162,3000,0,192,9,456,1793,1987
2022-11-20,1633,26804,1989,3,221,6,287,1119,1229
2022-11-21,2121,27147,1764,0,249,8,421,1443,1680
2022-11-22,2516,27009,2643,3,241,18,526,1731,1916
2022-11-23,3537,27219,3319,7,298,18,724,2497,2800
2022-11-24,2877,26862,3226,3,309,12,715,1841,2161
2022-11-25,3024,26909,2969,7,329,15,680,2000,2330
2022-11-26,2898,27014,2789,2,311,15,646,1926,2142
2022-11-27,2022,27213,1819,0,201,6,472,1343,1527
2022-11-28,2465,27644,2029,1,174,13,516,1762,2000
2022-11-29,1672,26584,2722,1,171,7,352,1142,1303
2022-11-30,1737,24966,3338,1,195,10,398,1134,1269
2022-12-01,2375,24473,2857,4,261,8,638,1468,1711
2022-12-02,2421,24059,2826,2,239,9,541,1632,1867
2022-12-03,1866,23105,2814,6,180,11,384,1291,1417
2022-12-04,1502,22511,2093,1,138,8,299,1057,1178
2022-12-05,1576,21806,2278,1,167,13,329,1067,1159
2022-12-06,1649,21764,1675,3,190,6,324,1129,1200
2022-12-07,1682,22012,1428,2,168,8,386,1120,1265
2022-12-08,1616,21479,2145,1,179,8,353,1076,1184
2022-12-09,1597,20474,2596,5,167,5,352,1073,1195
2022-12-10,1315,19183,2601,1,158,5,250,902,999
2022-12-11,867,18727,1313,1,106,4,193,564,614
2022-12-12,809,17978,1552,4,97,1,161,550,575
2022-12-13,1040,17553,1456,2,124,4,224,688,782
2022-12-14,1241,17221,1567,3,124,9,212,896,955
2022-12-15,1161,16817,1562,3,129,3,198,831,906
2022-12-16,1138,16527,1420,2,123,6,213,796,871
2022-12-17,993,16055,1460,2,112,7,181,693,770
2022-12-18,847,15742,1154,2,74,3,154,616,624
2022-12-19,721,15547,914,3,86,2,145,488,516
2022-12-20,816,15417,940,1,82,3,147,584,650
2022-12-21,984,14860,1534,2,89,4,164,727,779
2022-12-22,858,14601,1114,1,99,3,138,618,674
2022-12-23,902,14393,1104,5,98,2,147,655,722
2022-12-24,766,14132,1026,0,80,5,138,543,602
2022-12-25,609,14004,737,2,74,3,122,410,456
2022-12-26,480,13825,655,7,51,4,71,354,345
2022-12-27,423,13408,834,2,51,6,79,287,286
2022-12-28,480,12927,957,6,68,0,99,313,331
2022-12-29,679,12677,923,4,85,3,95,496,524
2022-12-30,583,12329,930,7,77,2,102,402,442
2022-12-31,513,12008,833,4,52,1,100,360,364
2023-01-01,420,11877,547,3,54,0,61,305,305
2023-01-02,360,11813,423,1,49,4,79,228,257
2023-01-03,333,11769,376,1,44,1,79,209,226
2023-01-04,433,11702,500,4,58,0,88,287,321
2023-01-05,571,11570,696,1,70,8,112,381,407
2023-01-06,543,10631,1478,4,71,3,84,385,408
2023-01-07,571,10647,551,4,65,5,106,395,441
2023-01-08,405,10610,441,8,55,5,73,272,291
2023-01-09,383,10630,355,2,44,2,77,260,274
2023-01-10,380,10628,373,11,51,1,60,268,282
2023-01-11,367,10588,398,2,56,3,69,239,236
2023-01-12,383,10342,625,2,50,2,73,258,274
2023-01-13,320,10153,506,2,42,1,52,225,223
2023-01-14,287,9850,590,1,33,3,62,189,207
2023-01-15,244,9693,401,2,28,1,47,168,174
2023-01-16,227,9547,367,4,24,1,42,160,168
2023-01-17,350,9543,349,4,40,4,70,236,248
2023-01-18,371,9606,304,1,36,2,67,266,269
2023-01-19,318,9593,331,1,40,2,70,206,235
2023-01-20,285,9571,300,5,30,1,42,212,198
2023-01-21,293,9536,326,0,43,0,39,211,200
2023-01-22,309,9553,292,1,53,5,81,170,239
2023-01-23,142,9428,267,1,15,0,29,98,103
2023-01-24,101,9214,315,1,14,0,17,70,76
2023-01-25,132,8999,346,2,25,1,24,82,89
2023-01-26,172,8843,325,1,28,3,38,103,116
2023-01-27,236,8765,312,3,38,2,46,150,161
2023-01-28,258,8712,309,2,23,0,47,188,206
2023-01-29,269,8696,285,3,40,2,30,197,193
2023-01-30,202,8755,141,4,27,2,32,141,153
2023-01-31,251,8901,105,0,26,2,47,176,186
2023-02-01,325,9113,113,2,28,2,82,213,239
2023-02-02,324,9289,148,4,34,0,48,242,256
2023-02-03,340,9213,416,1,28,1,59,252,256
2023-02-04,202,9139,275,6,22,1,38,141,136
2023-02-05,211,8561,789,2,33,0,45,133,144
2023-02-06,175,7722,1013,1,29,0,35,111,125
2023-02-07,184,7651,253,3,22,1,25,136,125
2023-02-08,189,7561,279,1,34,0,16,139,133
2023-02-09,269,7455,375,1,35,3,42,189,194
2023-02-10,255,7400,306,3,21,2,35,197,207
2023-02-11,259,7268,390,5,29,2,47,181,188
2023-02-12,160,7070,358,1,18,1,31,110,117
2023-02-13,164,6979,254,2,17,0,29,118,119
2023-02-14,200,7023,155,1,23,3,40,134,149
2023-02-15,237,7044,215,1,23,1,41,172,181
2023-02-16,281,7068,257,1,25,4,59,193,225
2023-02-17,241,7074,235,1,27,0,32,182,188
2023-02-18,212,6975,310,1,20,1,28,163,172
2023-02-19,186,7002,158,5,24,1,20,141,151
2023-02-20,167,6999,169,7,18,0,30,119,129
2023-02-21,184,6991,192,3,21,1,27,135,144
2023-02-22,229,6993,227,0,17,1,33,178,177
2023-02-23,224,6939,278,1,22,0,33,169,177
2023-02-24,204,6889,254,5,19,0,34,151,168
2023-02-25,173,6843,219,3,10,2,27,134,143
2023-02-26,207,6875,175,1,24,2,43,138,158
2023-02-27,190,6888,177,2,24,2,28,136,122
2023-02-28,206,6917,176,5,29,0,36,141,157
2023-03-01,217,6899,233,0,18,0,38,161,173
2023-03-02,244,7138,0,2,20,2,31,191,193
2023-03-03,204,7129,213,4,22,1,32,149,157
2023-03-04,170,7121,178,2,18,2,24,126,129
2023-03-05,164,6464,820,2,14,0,23,127,128
2023-03-06,188,6471,181,3,24,0,33,131,139
2023-03-07,226,6495,202,3,18,2,34,172,176
2023-03-08,235,6513,216,6,16,0,29,190,189
2023-03-09,279,6556,236,6,28,1,46,204,224
2023-03-10,251,6610,197,1,28,0,31,192,205
2023-03-11,223,6640,193,3,26,0,34,163,178
2023-03-12,227,6699,167,3,22,1,33,171,179
2023-03-13,217,6745,171,0,26,0,37,154,162
2023-03-14,269,6781,231,2,21,1,38,209,201
2023-03-15,273,6801,252,6,22,1,43,207,223
2023-03-16,311,6850,261,4,38,4,55,214,255
2023-03-17,281,6882,249,0,26,0,54,201,231
2023-03-18,270,6917,235,3,18,0,44,208,228
2023-03-19,257,6955,219,1,24,2,43,188,193
2023-03-20,197,6926,224,5,33,0,42,122,144
2023-03-21,320,6962,284,1,33,2,58,227,246
2023-03-22,367,7031,297,2,33,3,71,260,286
2023-03-23,346,7096,281,3,46,1,64,235,274
2023-03-24,386,7210,269,2,33,1,71,281,303
2023-03-25,355,7307,257,1,40,4,54,257,273
2023-03-26,327,7634,0,2,35,4,53,235,262
2023-03-27,226,7858,0,1,33,2,44,147,158
2023-03-28,357,7884,330,2,47,1,56,253,270
2023-03-29,461,7982,362,6,60,1,125,275,321
2023-03-30,493,8138,337,0,50,5,161,277,313
2023-03-31,606,8347,397,0,47,8,206,345,368
2023-04-01,599,8570,375,4,53,3,201,342,351
2023-04-02,430,8673,327,1,42,0,122,266,313
2023-04-03,458,8900,229,2,43,6,123,286,305
2023-04-04,611,9149,359,3,47,4,236,324,358
2023-04-05,747,9399,496,0,83,12,214,438,487
2023-04-06,805,10199,0,0,74,0,246,485,537
2023-04-07,797,10399,596,1,70,3,206,518,544
2023-04-08,726,10541,584,0,84,6,185,451,478
2023-04-09,517,10639,419,2,57,2,113,345,376
2023-04-10,539,10710,467,0,60,0,106,373,399
2023-04-11,598,11307,0,3,56,6,145,391,422
2023-04-12,900,11517,690,0,76,6,262,556,627
2023-04-13,875,11602,790,1,99,3,202,571,632
2023-04-14,839,11657,783,2,83,3,172,581,621
2023-04-15,881,11777,760,0,71,4,225,581,644
2023-04-16,739,11982,534,0,59,3,194,483,509
2023-04-17,490,11915,554,0,36,1,103,350,398
2023-04-18,790,12032,669,4,77,5,162,546,542
2023-04-19,784,11959,855,0,91,3,150,540,574
2023-04-20,750,11892,817,5,85,1,118,546,577
2023-04-21,702,11741,852,0,69,5,130,498,542
2023-04-22,562,11421,881,2,70,2,67,423,417
2023-04-23,449,11152,718,1,52,0,53,344,353
2023-04-24,387,11059,480,0,51,1,59,276,291
2023-04-25,561,10835,782,3,77,4,106,374,393
2023-04-26,617,10640,809,2,86,0,89,442,455
2023-04-27,832,10706,762,4,89,2,143,598,631
2023-04-28,1067,11098,673,0,115,3,166,783,809
2023-04-29,1050,11548,600,1,102,0,167,781,801
2023-04-30,968,12046,469,1,123,7,178,660,729
2023-05-01,793,12436,401,2,85,6,147,555,587
2023-05-02,793,13225,0,1,98,2,147,546,572
2023-05-03,1353,14573,0,1,160,5,304,884,1008
2023-05-04,1409,15068,913,1,152,7,296,954,1048
2023-05-05,1170,15232,1003,5,122,5,223,820,864
2023-05-06,1110,15228,1112,3,129,4,214,763,817
2023-05-07,977,15288,917,2,96,6,199,676,735
2023-05-08,1046,15523,809,0,121,1,190,734,782
2023-05-09,1261,16780,0,3,164,4,237,856,875
2023-05-10,1433,16876,1333,3,168,6,283,976,1060
2023-05-11,1329,18200,0,3,168,3,266,892,978
2023-05-12,1322,19520,0,5,120,14,335,853,906
2023-05-13,1205,19472,1248,5,145,5,215,840,890
2023-05-14,740,19328,883,3,82,4,189,465,507
2023-05-15,740,19035,1029,1,73,2,147,518,521
2023-05-16,1064,18803,1288,5,107,5,227,725,778
2023-05-17,1019,18466,1353,5,113,5,218,683,777
2023-05-18,1119,18334,1249,1,120,7,225,767,814
2023-05-19,971,17993,1309,3,96,6,180,689,710
2023-05-20,786,17504,1272,2,85,1,123,577,590
2023-05-21,749,17503,745,0,84,3,147,515,536
2023-05-22,653,17397,758,1,78,2,172,401,412
2023-05-23,947,17286,1056,1,105,7,154,681,706
2023-05-24,1001,17237,1048,1,121,3,196,681,729
2023-05-25,843,17022,1056,2,89,3,165,586,634
2023-05-26,826,16890,954,2,92,1,166,567,606
2023-05-27,782,16892,779,1,110,3,131,538,563
2023-05-28,582,16743,731,0,52,2,93,435,452
2023-05-29,513,16595,657,1,67,2,87,357,377
2023-05-30,779,16465,905,2,92,3,141,543,560
2023-05-31,745,16248,959,1,73,2,105,565,581
2023-06-01,666,16912,0,3,73,4,92,497,527
2023-06-02,669,17579,0,1,65,3,104,497,511
2023-06-03,569,17303,845,2,66,0,90,413,404
2023-06-04,460,16697,1063,0,52,3,92,313,353
2023-06-05,344,16509,532,1,37,3,59,245,264
2023-06-06,427,16183,752,1,65,2,76,284,295
2023-06-07,660,16841,0,0,71,2,109,478,503
2023-06-08,681,17521,0,1,94,2,128,457,519
2023-06-09,624,18143,0,2,59,5,105,455,486
2023-06-10,618,18134,626,1,67,4,98,449,446
2023-06-11,512,18202,441,0,65,3,96,348,403
2023-06-12,352,18180,372,0,39,1,61,251,236
2023-06-13,573,18302,451,1,79,2,97,395,419
2023-06-14,536,18194,643,1,73,0,95,368,401
2023-06-15,466,18031,628,0,45,4,86,331,345
2023-06-16,594,17971,651,0,58,2,80,454,464
2023-06-17,400,17741,630,0,42,2,53,303,306
2023-06-18,366,17645,462,1,39,2,68,257,256
2023-06-19,284,17385,542,0,38,1,51,194,195
2023-06-20,416,17143,655,2,55,2,72,287,299
2023-06-21,449,16922,668,0,49,5,89,306,311
2023-06-22,417,16743,596,0,54,2,76,285,302
2023-06-23,425,16504,661,0,36,4,74,311,323
2023-06-24,341,16303,541,1,34,3,62,242,253
2023-06-25,278,16029,552,0,39,2,50,187,199
2023-06-26,160,15874,315,0,25,1,30,104,99
2023-06-27,282,15720,436,2,42,1,47,192,208
2023-06-28,252,15528,444,0,34,2,39,177,186
2023-06-29,223,15334,417,0,31,1,32,159,179
2023-06-30,182,15118,398,2,22,2,27,131,129
2023-07-01,171,14954,333,0,20,0,16,135,131
2023-07-02,121,14827,248,0,15,0,29,77,85
2023-07-03,180,14862,145,0,25,2,34,119,124
2023-07-04,175,14710,325,2,23,2,30,120,124
2023-07-05,199,14656,253,0,25,0,42,132,152
2023-07-06,224,13918,960,0,32,0,45,147,155
2023-07-07,184,13920,180,1,27,1,37,119,132
2023-07-08,139,13892,167,1,19,0,24,96,105
2023-07-09,137,13915,114,0,16,4,32,85,97
2023-07-10,142,13883,174,1,16,2,28,96,102
2023-07-11,178,13877,182,0,29,0,37,112,125
2023-07-12,200,13886,191,1,27,0,39,134,135
2023-07-13,170,13815,241,0,12,1,41,116,123
2023-07-14,202,13835,182,0,21,0,47,134,158
2023-07-15,173,13867,141,0,17,0,38,118,127
2023-07-16,140,13885,122,0,26,1,22,91,97
2023-07-17,122,13854,153,0,10,0,29,83,90
2023-07-18,156,13795,215,0,25,2,34,95,107
2023-07-19,159,13791,162,0,21,0,27,111,116
2023-07-20,123,13754,159,0,12,1,25,85,94
2023-07-21,129,13687,196,0,23,0,26,80,89
2023-07-22,129,13626,189,0,16,1,23,89,95
2023-07-23,96,13604,118,0,11,0,13,72,73
2023-07-24,102,13586,119,1,18,0,28,56,68
2023-07-25,139,13555,170,0,18,0,21,100,95
2023-07-26,171,13570,156,0,20,0,32,119,127
2023-07-27,177,13586,161,0,27,2,40,108,107
2023-07-28,119,13582,123,1,13,1,29,76,92
2023-07-29,130,13597,115,0,21,1,29,79,90
2023-07-30,58,13552,103,0,10,1,6,41,41
2023-07-31,65,13514,103,0,9,0,16,40,46
2023-08-01,117,13482,149,0,17,0,23,77,80
2023-08-02,117,13439,160,0,20,0,20,77,82
2023-08-03,104,13366,177,0,13,0,12,79,81
2023-08-04,129,13384,110,0,22,0,14,93,101
2023-08-05,105,13361,128,0,12,0,19,74,84
2023-08-06,73,12734,700,0,9,0,14,50,58
2023-08-07,57,12707,84,0,8,0,16,33,35
2023-08-08,67,12661,113,0,11,1,14,41,49
2023-08-09,97,12647,111,0,15,0,20,62,66
2023-08-10,109,12655,101,1,12,0,26,71,78
2023-08-11,106,12624,137,0,12,0,29,65,74
2023-08-12,73,12601,96,0,12,0,7,54,53
2023-08-13,77,12607,71,0,10,1,10,56,61
2023-08-14,75,12617,65,1,14,1,16,44,50
2023-08-15,106,12653,70,0,13,1,20,72,79
2023-08-16,131,12690,94,0,16,0,27,88,94
2023-08-17,94,12673,111,0,10,0,18,66,75
2023-08-18,113,12676,110,2,19,0,20,74,86
2023-08-19,114,12725,65,0,18,1,23,72,83
